chr	start	end	JLDS017
chr1	27670000	27680000	0.463
chr1	27680000	27690000	0.681
chr1	27690000	27700000	0.455
chr1	27700000	27710000	0.757
chr1	27710000	27720000	0.378
chr1	27720000	27730000	0.733
chr1	27730000	27740000	0.810
chr1	27740000	27750000	0.813
chr1	27750000	27760000	0.747
chr1	27760000	27770000	0.930
chr1	27770000	27780000	0.899
chr1	27780000	27790000	0.932
chr1	27790000	27800000	0.919
chr1	27800000	27810000	0.844
chr1	27810000	27820000	0.350
chr1	27820000	27830000	0.867
chr1	27830000	27840000	0.827
chr1	27840000	27850000	0.600
chr1	27850000	27860000	0.428
chr1	27860000	27870000	0.662
chr1	27870000	27880000	0.845
chr1	27880000	27890000	0.490
chr1	27890000	27900000	0.324
chr1	27900000	27910000	0.374
chr1	27910000	27920000	0.634
chr1	27920000	27930000	0.273
chr1	27930000	27940000	0.369
chr1	27940000	27950000	0.739
chr1	27950000	27960000	0.826
chr1	27960000	27970000	0.505
chr1	27970000	27980000	0.853
chr1	27980000	27990000	0.491
chr1	27990000	28000000	0.623
chr1	28000000	28010000	0.889
chr1	28010000	28020000	0.900
chr1	28020000	28030000	0.904
chr1	28030000	28040000	0.946
chr1	28040000	28050000	0.944
chr1	28050000	28060000	0.310
chr1	28060000	28070000	0.995
chr1	28070000	28080000	0.946
chr1	28080000	28090000	0.886
chr1	28090000	28100000	0.542
chr1	28100000	28110000	0.747
chr1	28110000	28120000	0.952
chr1	28120000	28130000	0.951
chr1	28130000	28140000	0.940
chr1	28140000	28150000	0.938
chr1	28150000	28160000	0.372
chr1	28160000	28170000	0.925
chr1	28170000	28180000	0.924
chr1	28180000	28190000	0.855
chr1	28190000	28200000	0.527
chr1	28200000	28210000	0.913
chr1	28210000	28220000	0.886
chr1	28220000	28230000	0.945
chr1	28230000	28240000	0.933
chr1	28240000	28250000	0.376
chr1	28250000	28260000	0.892
chr1	28260000	28270000	0.666
chr1	28270000	28280000	0.910
chr1	28280000	28290000	0.571
chr1	28290000	28300000	0.876
chr1	28300000	28310000	0.862
chr1	28310000	28320000	0.949
chr1	28320000	28330000	0.961
chr1	28330000	28340000	0.945
chr1	28340000	28350000	0.955
chr1	28350000	28360000	0.942
chr1	28360000	28370000	0.958
chr1	28370000	28380000	0.969
chr1	28380000	28390000	0.940
chr1	28390000	28400000	0.966
chr1	28400000	28410000	0.906
chr1	28410000	28420000	0.395
chr1	28420000	28430000	0.944
chr1	28430000	28440000	0.822
chr1	28440000	28450000	0.922
chr1	28450000	28460000	0.862
chr1	28460000	28470000	0.908
chr1	28470000	28480000	0.941
chr1	28480000	28490000	0.884
chr1	28490000	28500000	0.901
chr1	28500000	28510000	0.856
chr1	28510000	28520000	0.949
chr1	28520000	28530000	0.902
chr1	28530000	28540000	0.922
chr1	28540000	28550000	0.952
chr1	28550000	28560000	0.603
chr1	28560000	28570000	0.460
chr1	28570000	28580000	0.463
chr1	28580000	28590000	0.335
chr1	28590000	28600000	0.916
chr1	28600000	28610000	0.934
chr1	28610000	28620000	0.907
chr1	28620000	28630000	0.912
chr1	28630000	28640000	0.904
chr1	28640000	28650000	0.932
chr1	28650000	28660000	0.588
chr1	28660000	28670000	0.963
chr1	28670000	28680000	0.890
chr1	28680000	28690000	0.932
chr1	28690000	28700000	0.540
chr1	28700000	28710000	0.922
chr1	28710000	28720000	0.922
chr1	28720000	28730000	0.919
chr1	28730000	28740000	0.818
chr1	28740000	28750000	0.911
chr1	28750000	28760000	0.940
chr1	28760000	28770000	0.924
chr1	28770000	28780000	0.975
chr1	28780000	28790000	0.841
chr1	28790000	28800000	0.911
chr1	28800000	28810000	0.943
chr1	28810000	28820000	0.947
chr1	28820000	28830000	0.914
chr1	28830000	28840000	0.359
chr1	28840000	28850000	0.426
chr1	28850000	28860000	0.956
chr1	28860000	28870000	0.927
chr1	28870000	28880000	0.568
chr1	28880000	28890000	0.778
chr1	28890000	28900000	0.939
chr1	28900000	28910000	0.368
chr1	28910000	28920000	0.547
chr1	28920000	28930000	0.897
chr1	28930000	28940000	0.949
chr1	28940000	28950000	0.951
chr1	28950000	28960000	0.959
chr1	28960000	28970000	0.528
chr1	28970000	28980000	0.545
chr1	28980000	28990000	0.947
chr1	28990000	29000000	0.567
chr1	29000000	29010000	0.946
chr1	29010000	29020000	0.940
chr1	29020000	29030000	0.951
chr1	29030000	29040000	0.968
chr1	29040000	29050000	0.939
chr1	29050000	29060000	0.915
chr1	29060000	29070000	0.226
chr1	29070000	29080000	0.769
chr1	29080000	29090000	0.881
chr1	29090000	29100000	0.911
chr1	29100000	29110000	0.751
chr1	29110000	29120000	0.797
chr1	29120000	29130000	0.876
chr1	29130000	29140000	0.376
chr1	29140000	29150000	0.779
chr1	29150000	29160000	0.840
chr1	29160000	29170000	0.863
chr1	29170000	29180000	0.916
chr1	29180000	29190000	0.891
chr1	29190000	29200000	0.900
chr1	29200000	29210000	0.726
chr1	29210000	29220000	0.437
chr1	29220000	29230000	0.900
chr1	29230000	29240000	0.934
chr1	29240000	29250000	0.251
chr1	29250000	29260000	0.984
chr1	29260000	29270000	0.959
chr1	29270000	29280000	0.939
chr1	29280000	29290000	0.959
chr1	29290000	29300000	0.942
chr1	29300000	29310000	0.926
chr1	29310000	29320000	0.910
chr1	29320000	29330000	0.968
chr1	29330000	29340000	0.971
chr1	29340000	29350000	0.934
chr1	29350000	29360000	0.975
chr1	29360000	29370000	0.916
chr1	29370000	29380000	0.962
chr1	29380000	29390000	0.984
chr1	29390000	29400000	0.944
chr1	29400000	29410000	0.936
chr1	29410000	29420000	0.951
chr1	29420000	29430000	0.934
chr1	29430000	29440000	0.968
chr1	29440000	29450000	0.292
chr1	29450000	29460000	0.427
chr1	29460000	29470000	0.839
chr1	29470000	29480000	0.941
chr1	29480000	29490000	0.888
chr1	29490000	29500000	0.872
chr1	29500000	29510000	0.200
chr1	29510000	29520000	0.926
chr1	29520000	29530000	0.858
chr1	29530000	29540000	0.892
chr1	29540000	29550000	0.872
chr1	29550000	29560000	0.515
chr1	29560000	29570000	0.189
chr1	29570000	29580000	0.886
chr1	29580000	29590000	0.511
chr1	29590000	29600000	0.817
chr1	29600000	29610000	0.903
chr1	29610000	29620000	0.887
chr1	29620000	29630000	0.913
chr1	29630000	29640000	0.895
chr1	29640000	29650000	0.907
chr1	29650000	29660000	0.798
chr1	29660000	29670000	0.822
chr1	29670000	29680000	0.836
chr1	29680000	29690000	0.884
chr1	29690000	29700000	0.881
chr1	29700000	29710000	0.710
chr1	29710000	29720000	0.738
chr1	29720000	29730000	0.759
chr1	29730000	29740000	0.855
chr1	29740000	29750000	0.800
chr1	29750000	29760000	0.915
chr1	29760000	29770000	0.842
chr1	29770000	29780000	0.852
chr1	29780000	29790000	0.877
chr1	29790000	29800000	0.805
chr1	29800000	29810000	0.534
chr1	29810000	29820000	0.875
chr1	29820000	29830000	0.891
chr1	29830000	29840000	0.863
chr1	29840000	29850000	0.739
chr1	29850000	29860000	0.851
chr1	29860000	29870000	0.866
chr1	29870000	29880000	0.875
chr1	30020000	30030000	0.900
chr1	30030000	30040000	0.908
chr1	30040000	30050000	0.854
chr1	30050000	30060000	0.862
chr1	30060000	30070000	0.847
chr1	30070000	30080000	0.907
chr1	30080000	30090000	0.886
chr1	30090000	30100000	0.906
chr1	30100000	30110000	0.877
chr1	30110000	30120000	0.864
chr1	30120000	30130000	0.798
chr1	30140000	30150000	0.832
chr1	30150000	30160000	0.855
chr1	30160000	30170000	0.749
chr1	30170000	30180000	0.781
chr1	30180000	30190000	0.725
chr1	30190000	30200000	0.835
chr1	30200000	30210000	0.847
chr1	30210000	30220000	0.840
chr1	30220000	30230000	0.845
chr1	30230000	30240000	0.790
chr1	30240000	30250000	0.796
chr1	30250000	30260000	0.872
chr1	30260000	30270000	0.831
chr1	30270000	30280000	0.828
chr1	30280000	30290000	0.863
chr1	30290000	30300000	0.857
chr1	30300000	30310000	0.865
chr1	30310000	30320000	0.902
chr1	30320000	30330000	0.787
chr1	30330000	30340000	0.878
chr1	30340000	30350000	0.908
chr1	30350000	30360000	0.906
chr1	30360000	30370000	0.842
chr1	30370000	30380000	0.824
chr1	30380000	30390000	0.918
chr1	30390000	30400000	0.821
chr1	30400000	30410000	0.846
chr1	30410000	30420000	0.830
chr1	30420000	30430000	0.838
chr1	30430000	30440000	0.862
chr1	30440000	30450000	0.774
chr1	30450000	30460000	0.870
chr1	30460000	30470000	0.836
chr1	30470000	30480000	0.914
chr1	30480000	30490000	0.868
chr1	30500000	30510000	0.728
chr1	30510000	30520000	0.913
chr1	30520000	30530000	0.883
chr1	30530000	30540000	0.825
chr1	30540000	30550000	0.931
chr1	30550000	30560000	0.628
chr1	30560000	30570000	0.853
chr1	30570000	30580000	0.755
chr1	30580000	30590000	0.717
chr1	30590000	30600000	0.894
chr1	30600000	30610000	0.871
chr1	30610000	30620000	0.886
chr1	30620000	30630000	0.928
chr1	30630000	30640000	0.846
chr1	30640000	30650000	0.907
chr1	30650000	30660000	0.822
chr1	30660000	30670000	0.866
chr1	30670000	30680000	0.857
chr1	30680000	30690000	0.935
chr1	30690000	30700000	0.933
chr1	30700000	30710000	0.898
chr1	30710000	30720000	0.921
chr1	30720000	30730000	0.882
chr1	30730000	30740000	0.875
chr1	30740000	30750000	0.879
chr1	30750000	30760000	0.924
chr1	30760000	30770000	0.884
chr1	30770000	30780000	0.836
chr1	30780000	30790000	0.860
chr1	30790000	30800000	0.782
chr1	30800000	30810000	0.894
chr1	30810000	30820000	0.411
chr1	30830000	30840000	0.834
chr1	30840000	30850000	0.869
chr1	30850000	30860000	0.726
chr1	30860000	30870000	0.897
chr1	30870000	30880000	0.881
chr1	30880000	30890000	0.836
chr1	30890000	30900000	0.855
chr1	30910000	30920000	0.820
chr1	30920000	30930000	0.902
chr1	30930000	30940000	0.855
chr1	30940000	30950000	0.853
chr1	30950000	30960000	0.908
chr1	30960000	30970000	0.868
chr1	30970000	30980000	0.813
chr1	30980000	30990000	0.798
chr1	30990000	31000000	0.775
chr1	31000000	31010000	0.854
chr1	31010000	31020000	0.806
chr1	31020000	31030000	0.823
chr1	31040000	31050000	0.849
chr1	31050000	31060000	0.894
chr1	31060000	31070000	0.816
chr1	31070000	31080000	0.845
chr1	31080000	31090000	0.869
chr1	31090000	31100000	0.853
chr1	31100000	31110000	0.870
chr1	31110000	31120000	0.826
chr1	31120000	31130000	0.745
chr1	31130000	31140000	0.844
chr1	31140000	31150000	0.919
chr1	31150000	31160000	0.439
chr1	31160000	31170000	0.837
chr1	31170000	31180000	0.807
chr1	31180000	31190000	0.767
chr1	31190000	31200000	0.399
chr1	31200000	31210000	0.820
chr1	31210000	31220000	0.844
chr1	31220000	31230000	0.872
chr1	31230000	31240000	0.816
chr1	31240000	31250000	0.908
chr1	31250000	31260000	0.743
chr1	31260000	31270000	0.903
chr1	31270000	31280000	0.704
chr1	31280000	31290000	0.600
chr1	31290000	31300000	0.478
chr1	31300000	31310000	0.906
chr1	31310000	31320000	0.855
chr1	31320000	31330000	0.768
chr1	31330000	31340000	0.932
chr1	31340000	31350000	0.909
chr1	31350000	31360000	0.640
chr1	31360000	31370000	0.673
chr1	31370000	31380000	0.719
chr1	31380000	31390000	0.332
chr1	31390000	31400000	0.930
chr1	31400000	31410000	0.892
chr1	31410000	31420000	0.937
chr1	31420000	31430000	0.871
chr1	31430000	31440000	0.818
chr1	31440000	31450000	0.958
chr1	31450000	31460000	0.893
chr1	31460000	31470000	0.919
chr1	31470000	31480000	0.926
chr1	31480000	31490000	0.901
chr1	31490000	31500000	0.968
chr1	31500000	31510000	0.887
chr1	31510000	31520000	0.912
chr1	31520000	31530000	0.904
chr1	31530000	31540000	0.409
chr1	31540000	31550000	0.912
chr1	31550000	31560000	0.955
chr1	31560000	31570000	0.948
chr1	31570000	31580000	0.946
chr1	31580000	31590000	0.898
chr1	31590000	31600000	0.912
chr1	31600000	31610000	0.962
chr1	31610000	31620000	0.943
chr1	31620000	31630000	0.467
chr1	31630000	31640000	0.810
chr1	31640000	31650000	0.936
chr1	31650000	31660000	0.460
chr1	31660000	31670000	0.924
chr1	31670000	31680000	0.840
chr1	31680000	31690000	0.841
chr1	31690000	31700000	0.886
chr1	31700000	31710000	0.851
chr1	31710000	31720000	0.365
chr1	31720000	31730000	0.953
chr1	31730000	31740000	0.914
chr1	31740000	31750000	0.868
chr1	31750000	31760000	0.927
chr1	31760000	31770000	0.490
chr1	31770000	31780000	0.595
chr1	31780000	31790000	0.931
chr1	31790000	31800000	0.959
chr1	31800000	31810000	0.836
chr1	31810000	31820000	0.913
chr1	31820000	31830000	0.815
chr1	31830000	31840000	0.831
chr1	31840000	31850000	0.375
chr1	31850000	31860000	0.909
chr1	31860000	31870000	0.695
chr1	31870000	31880000	0.943
chr1	31880000	31890000	0.378
chr1	31890000	31900000	0.840
chr1	31900000	31910000	0.855
chr1	31910000	31920000	0.878
chr1	31920000	31930000	0.825
chr1	31930000	31940000	0.912
chr1	31940000	31950000	0.874
chr1	31950000	31960000	0.818
chr1	31960000	31970000	0.940
chr1	31970000	31980000	0.905
chr1	31980000	31990000	0.882
chr1	31990000	32000000	0.934
chr1	32000000	32010000	0.903
chr1	32010000	32020000	0.640
chr1	32020000	32030000	0.885
chr1	32030000	32040000	0.886
chr1	32040000	32050000	0.707
chr1	32050000	32060000	0.595
chr1	32060000	32070000	0.934
chr1	32070000	32080000	0.883
chr1	32080000	32090000	0.504
chr1	32090000	32100000	0.749
chr1	32100000	32110000	0.653
chr1	32110000	32120000	0.375
chr1	32120000	32130000	0.901
chr1	32130000	32140000	0.678
chr1	32140000	32150000	0.849
chr1	32150000	32160000	0.885
chr1	32160000	32170000	0.672
chr1	32170000	32180000	0.778
chr1	32180000	32190000	0.392
chr1	32190000	32200000	0.784
chr1	32200000	32210000	0.731
chr1	32210000	32220000	0.461
chr1	32220000	32230000	0.194
chr1	32230000	32240000	0.277
chr1	32240000	32250000	0.703
chr1	32250000	32260000	0.522
chr1	32260000	32270000	0.843
chr1	32270000	32280000	0.778
chr1	32280000	32290000	0.856
chr1	32290000	32300000	0.900
chr1	32300000	32310000	0.884
chr1	32310000	32320000	0.916
chr1	32320000	32330000	0.866
chr1	32330000	32340000	0.931
chr1	32340000	32350000	0.846
chr1	32350000	32360000	0.900
chr1	32360000	32370000	0.935
chr1	32370000	32380000	0.850
chr1	32380000	32390000	0.909
chr1	32390000	32400000	0.892
chr1	32400000	32410000	0.322
chr1	32410000	32420000	0.653
chr1	32420000	32430000	0.810
chr1	32430000	32440000	0.919
chr1	32440000	32450000	0.922
chr1	32450000	32460000	0.893
chr1	32460000	32470000	0.909
chr1	32470000	32480000	0.383
chr1	32480000	32490000	0.593
chr1	32490000	32500000	0.903
chr1	32500000	32510000	0.826
chr1	32510000	32520000	0.923
chr1	32520000	32530000	0.824
chr1	32530000	32540000	0.369
chr1	32540000	32550000	0.903
chr1	32550000	32560000	0.930
chr1	32560000	32570000	0.919
chr1	32570000	32580000	0.401
chr1	32580000	32590000	0.925
chr1	32590000	32600000	0.937
chr1	32600000	32610000	0.924
chr1	32610000	32620000	0.886
chr1	32620000	32630000	0.934
chr1	32630000	32640000	0.959
chr1	32640000	32650000	0.331
chr1	32650000	32660000	0.906
chr1	32660000	32670000	0.463
chr1	32670000	32680000	0.394
chr1	32680000	32690000	0.449
chr1	32690000	32700000	0.910
chr1	32700000	32710000	0.361
chr1	32710000	32720000	0.762
chr1	32720000	32730000	0.967
chr1	32730000	32740000	0.881
chr1	32740000	32750000	0.700
chr1	32750000	32760000	0.552
chr1	32760000	32770000	0.947
chr1	32770000	32780000	0.948
chr1	32780000	32790000	0.927
chr1	32790000	32800000	0.927
chr1	32800000	32810000	0.300
chr1	32810000	32820000	0.437
chr1	32820000	32830000	0.415
chr1	32830000	32840000	0.838
chr1	32840000	32850000	0.893
chr1	32850000	32860000	0.540
chr1	32860000	32870000	0.490
chr1	32870000	32880000	0.854
chr1	32880000	32890000	0.894
chr1	32890000	32900000	0.638
chr1	32900000	32910000	0.960
chr1	32910000	32920000	0.769
chr1	32920000	32930000	0.827
chr1	32930000	32940000	0.466
chr1	32940000	32950000	0.952
chr1	32950000	32960000	0.955
chr1	32960000	32970000	0.397
chr1	32970000	32980000	0.905
chr1	32980000	32990000	0.789
chr1	32990000	33000000	0.925
chr1	33000000	33010000	0.276
chr1	33010000	33020000	0.938
chr1	33020000	33030000	0.956
chr1	33030000	33040000	0.960
chr1	33040000	33050000	0.934
chr1	33050000	33060000	0.965
chr1	33060000	33070000	0.966
chr1	33070000	33080000	0.703
chr1	33080000	33090000	0.910
chr1	33090000	33100000	0.934
chr1	33100000	33110000	0.931
chr1	33110000	33120000	0.259
chr1	33120000	33130000	0.920
chr1	33130000	33140000	0.864
chr1	33140000	33150000	0.927
chr1	33150000	33160000	0.917
chr1	33160000	33170000	0.443
chr1	33170000	33180000	0.666
chr1	33180000	33190000	0.908
chr1	33190000	33200000	0.897
chr1	33200000	33210000	0.445
chr1	33210000	33220000	0.520
chr1	33220000	33230000	0.590
chr1	33230000	33240000	0.694
chr1	33240000	33250000	0.917
chr1	33250000	33260000	0.948
chr1	33260000	33270000	0.956
chr1	33270000	33280000	0.930
chr1	33280000	33290000	0.268
chr1	33290000	33300000	0.949
chr1	33300000	33310000	0.940
chr1	33310000	33320000	0.927
chr1	33320000	33330000	0.735
chr1	33330000	33340000	0.400
chr1	33340000	33350000	0.706
chr1	33350000	33360000	0.273
chr1	33360000	33370000	0.413
chr1	33370000	33380000	0.897
chr1	33380000	33390000	0.928
chr1	33390000	33400000	0.587
chr1	33400000	33410000	0.936
chr1	33410000	33420000	0.958
chr1	33420000	33430000	0.302
chr1	33430000	33440000	0.200
chr1	33440000	33450000	0.903
chr1	33450000	33460000	0.859
chr1	33460000	33470000	0.890
chr1	33470000	33480000	0.835
chr1	33480000	33490000	0.918
chr1	33490000	33500000	0.951
chr1	33500000	33510000	0.528
chr1	33510000	33520000	0.845
chr1	33520000	33530000	0.858
chr1	33530000	33540000	0.922
chr1	33540000	33550000	0.347
chr1	33550000	33560000	0.721
chr1	33560000	33570000	0.765
chr1	33570000	33580000	0.919
chr1	33580000	33590000	0.842
chr1	33590000	33600000	0.522
chr1	33600000	33610000	0.842
chr1	33610000	33620000	0.862
chr1	33620000	33630000	0.799
chr1	33630000	33640000	0.858
chr1	33640000	33650000	0.234
chr1	33650000	33660000	0.960
chr1	33660000	33670000	0.939
chr1	33670000	33680000	0.955
chr1	33680000	33690000	0.876
chr1	33690000	33700000	0.948
chr1	33700000	33710000	0.943
chr1	33710000	33720000	0.906
chr1	33720000	33730000	0.232
chr1	33730000	33740000	0.779
chr1	33740000	33750000	0.926
chr1	33750000	33760000	0.874
chr1	33760000	33770000	0.714
chr1	33770000	33780000	0.534
chr1	33780000	33790000	0.852
chr1	33790000	33800000	0.706
chr1	33800000	33810000	0.571
chr1	33810000	33820000	0.150
chr1	33820000	33830000	0.770
chr1	33830000	33840000	0.675
chr1	33840000	33850000	0.765
chr1	33850000	33860000	0.713
chr1	33860000	33870000	0.854
chr1	33870000	33880000	0.859
chr1	33880000	33890000	0.886
chr1	33890000	33900000	0.143
chr1	33900000	33910000	0.814
chr1	33910000	33920000	0.951
chr1	33920000	33930000	0.823
chr1	33930000	33940000	0.456
chr1	33940000	33950000	0.972
chr1	33950000	33960000	0.953
chr1	33960000	33970000	0.935
chr1	33970000	33980000	0.933
chr1	33980000	33990000	0.858
chr1	33990000	34000000	0.924
chr1	34000000	34010000	0.903
chr1	34010000	34020000	0.952
chr1	34020000	34030000	0.894
chr1	34030000	34040000	0.906
chr1	34040000	34050000	0.855
chr1	34050000	34060000	0.856
chr1	34060000	34070000	0.947
chr1	34070000	34080000	0.834
chr1	34080000	34090000	0.828
chr1	34090000	34100000	0.820
chr1	34100000	34110000	0.796
chr1	34110000	34120000	0.882
chr1	34120000	34130000	0.766
chr1	34130000	34140000	0.923
chr1	34140000	34150000	0.843
chr1	34150000	34160000	0.849
chr1	34160000	34170000	0.879
chr1	34170000	34180000	0.775
chr1	34180000	34190000	0.901
chr1	34190000	34200000	0.850
chr1	34200000	34210000	0.890
chr1	34210000	34220000	0.912
chr1	34220000	34230000	0.820
chr1	34230000	34240000	0.883
chr1	34240000	34250000	0.845
chr1	34250000	34260000	0.852
chr1	34260000	34270000	0.877
chr1	34270000	34280000	0.923
chr1	34280000	34290000	0.894
chr1	34290000	34300000	0.885
chr1	34300000	34310000	0.899
chr1	34310000	34320000	0.847
chr1	34320000	34330000	0.873
chr1	34330000	34340000	0.891
chr1	34340000	34350000	0.847
chr1	34350000	34360000	0.756
chr1	34360000	34370000	0.833
chr1	34370000	34380000	0.834
chr1	34380000	34390000	0.898
chr1	34390000	34400000	0.869
chr1	34400000	34410000	0.867
chr1	34410000	34420000	0.911
chr1	34420000	34430000	0.783
chr1	34430000	34440000	0.682
chr1	34440000	34450000	0.852
chr1	34450000	34460000	0.848
chr1	34460000	34470000	0.829
chr1	34470000	34480000	0.818
chr1	34480000	34490000	0.856
chr1	34490000	34500000	0.922
chr1	34500000	34510000	0.851
chr1	34510000	34520000	0.808
chr1	34520000	34530000	0.775
chr1	34530000	34540000	0.827
chr1	34540000	34550000	0.912
chr1	34550000	34560000	0.838
chr1	34570000	34580000	0.829
chr1	34580000	34590000	0.863
chr1	34590000	34600000	0.857
chr1	34600000	34610000	0.880
chr1	34610000	34620000	0.792
chr1	34620000	34630000	0.285
chr1	34630000	34640000	0.117
chr1	34640000	34650000	0.417
chr1	34650000	34660000	0.815
chr1	34660000	34670000	0.945
chr1	34670000	34680000	0.922
chr1	34680000	34690000	0.939
chr1	34690000	34700000	0.865
chr1	34700000	34710000	0.855
chr1	34710000	34720000	0.809
chr1	34720000	34730000	0.916
chr1	34730000	34740000	0.616
chr1	34740000	34750000	0.864
chr1	34750000	34760000	0.865
chr1	34760000	34770000	0.893
chr1	34780000	34790000	0.893
chr1	34790000	34800000	0.808
chr1	34800000	34810000	0.876
chr1	34810000	34820000	0.934
chr1	34820000	34830000	0.888
chr1	34830000	34840000	0.907
chr1	34840000	34850000	0.828
chr1	34850000	34860000	0.903
chr1	34870000	34880000	0.858
chr1	34880000	34890000	0.916
chr1	34890000	34900000	0.921
chr1	34900000	34910000	0.870
chr1	34910000	34920000	0.925
chr1	34920000	34930000	0.902
chr1	34930000	34940000	0.902
chr1	34940000	34950000	0.743
chr1	34960000	34970000	0.868
chr1	34980000	34990000	0.812
chr1	34990000	35000000	0.842
chr1	35000000	35010000	0.851
chr1	35010000	35020000	0.773
chr1	35030000	35040000	0.900
chr1	35040000	35050000	0.921
chr1	35050000	35060000	0.885
chr1	35060000	35070000	0.773
chr1	35070000	35080000	0.838
chr1	35080000	35090000	0.881
chr1	35090000	35100000	0.916
chr1	35100000	35110000	0.877
chr1	35110000	35120000	0.882
chr1	35120000	35130000	0.825
chr1	35130000	35140000	0.874
chr1	35140000	35150000	0.862
chr1	35150000	35160000	0.810
chr1	35160000	35170000	0.865
chr1	35170000	35180000	0.843
chr1	35180000	35190000	0.798
chr1	35190000	35200000	0.868
chr1	35200000	35210000	0.737
chr1	35210000	35220000	0.846
chr1	35220000	35230000	0.906
chr1	35230000	35240000	0.885
chr1	35240000	35250000	0.448
chr1	35250000	35260000	0.638
chr1	35260000	35270000	0.917
chr1	35270000	35280000	0.915
chr1	35280000	35290000	0.831
chr1	35290000	35300000	0.843
chr1	35300000	35310000	0.798
chr1	35310000	35320000	0.790
chr1	35320000	35330000	0.448
chr1	35330000	35340000	0.410
chr1	35340000	35350000	0.864
chr1	35350000	35360000	0.311
chr1	35360000	35370000	0.770
chr1	35370000	35380000	0.763
chr1	35380000	35390000	0.551
chr1	35390000	35400000	0.155
chr1	35400000	35410000	0.952
chr1	35410000	35420000	0.934
chr1	35420000	35430000	0.944
chr1	35430000	35440000	0.904
chr1	35440000	35450000	0.734
chr1	35450000	35460000	0.349
chr1	35460000	35470000	0.991
chr1	35470000	35480000	0.959
chr1	35480000	35490000	0.930
chr1	35490000	35500000	0.410
chr1	35500000	35510000	0.920
chr1	35510000	35520000	0.910
chr1	35520000	35530000	0.879
chr1	35530000	35540000	0.906
chr1	35540000	35550000	0.523
chr1	35550000	35560000	0.947
chr1	35560000	35570000	0.940
chr1	35570000	35580000	0.946
chr1	35580000	35590000	0.777
chr1	35590000	35600000	0.942
chr1	35600000	35610000	0.920
chr1	35610000	35620000	0.910
chr1	35620000	35630000	0.901
chr1	35630000	35640000	0.875
chr1	35640000	35650000	0.788
chr1	35650000	35660000	0.161
chr1	35660000	35670000	0.866
chr1	35670000	35680000	0.839
chr1	35680000	35690000	0.930
chr1	35690000	35700000	0.925
chr1	35700000	35710000	0.944
chr1	35710000	35720000	0.947
chr1	35720000	35730000	0.936
chr1	35730000	35740000	0.332
chr1	35740000	35750000	0.908
chr1	35750000	35760000	0.913
chr1	35760000	35770000	0.883
chr1	35770000	35780000	0.964
chr1	35780000	35790000	0.928
chr1	35800000	35810000	0.945
chr1	35810000	35820000	0.844
chr1	35820000	35830000	0.948
chr1	35830000	35840000	0.878
chr1	35840000	35850000	0.954
chr1	35850000	35860000	0.907
chr1	35860000	35870000	0.919
chr1	35870000	35880000	0.988
chr1	35880000	35890000	0.956
chr1	35890000	35900000	0.905
chr1	35900000	35910000	0.916
chr1	35910000	35920000	0.791
chr1	35920000	35930000	0.912
chr1	35930000	35940000	0.907
chr1	35950000	35960000	0.971
chr1	35960000	35970000	0.931
chr1	35970000	35980000	0.931
chr1	35980000	35990000	0.943
chr1	35990000	36000000	0.911
chr1	36000000	36010000	0.847
chr1	36010000	36020000	0.913
chr1	36020000	36030000	0.233
chr1	36030000	36040000	0.488
chr1	36040000	36050000	0.645
chr1	36050000	36060000	0.903
chr1	36060000	36070000	0.907
chr1	36070000	36080000	0.950
chr1	36080000	36090000	0.830
chr1	36090000	36100000	0.943
chr1	36100000	36110000	0.375
chr1	36110000	36120000	0.882
chr1	36120000	36130000	0.900
chr1	36130000	36140000	0.905
chr1	36140000	36150000	0.914
chr1	36150000	36160000	0.894
chr1	36160000	36170000	0.781
chr1	36170000	36180000	0.402
chr1	36180000	36190000	0.349
chr1	36190000	36200000	0.826
chr1	36200000	36210000	0.947
chr1	36210000	36220000	0.900
chr1	36220000	36230000	0.972
chr1	36230000	36240000	0.389
chr1	36240000	36250000	0.852
chr1	36250000	36260000	0.966
chr1	36260000	36270000	0.924
chr1	36270000	36280000	0.253
chr1	36280000	36290000	0.904
chr1	36290000	36300000	0.967
chr1	36300000	36310000	0.911
chr1	36310000	36320000	0.868
chr1	36320000	36330000	0.874
chr1	36330000	36340000	0.945
chr1	36340000	36350000	0.377
chr1	36350000	36360000	0.879
chr1	36360000	36370000	0.931
chr1	36370000	36380000	0.902
chr1	36380000	36390000	0.935
chr1	36390000	36400000	0.125
chr1	36400000	36410000	0.905
chr1	36410000	36420000	0.923
chr1	36420000	36430000	0.968
chr1	36430000	36440000	0.873
chr1	36440000	36450000	0.933
chr1	36450000	36460000	0.933
chr1	36460000	36470000	0.962
chr1	36470000	36480000	0.958
chr1	36480000	36490000	0.931
chr1	36490000	36500000	0.926
chr1	36500000	36510000	0.964
chr1	36510000	36520000	0.979
chr1	36520000	36530000	0.972
chr1	36530000	36540000	0.949
chr1	36540000	36550000	0.615
chr1	36550000	36560000	0.486
chr1	36560000	36570000	0.798
chr1	36570000	36580000	0.900
chr1	36580000	36590000	0.818
chr1	36590000	36600000	0.457
chr1	36600000	36610000	0.855
chr1	36610000	36620000	0.366
chr1	36620000	36630000	0.168
chr1	36630000	36640000	0.821
chr1	36640000	36650000	0.705
chr1	36650000	36660000	0.855
chr1	36660000	36670000	0.832
chr1	36670000	36680000	0.910
